Gender,Education,Specialization,interests,skills ,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification
Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,51,No,Yes,Se,Ma
Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",79,No,No,Student (Unemployed),Masters in Business Administration
Male,B.Tech,Civil Engineering,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",52,STAAD-Pro,Yes,Civil & Structural Engineer,
Female,BCA,"Principal of programming language with C, MS Office Management Tools, Computer Organization, Mathematics, English.",Web Designing;Data analytics;Web development;Information Technology,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;Communication skills;Leadership;Problem Solving skills;Writing skills;Programming Language C,41,No,No,NA,
Female,MCA,Computer science ,Research;Technology;Data analytics;Data scientist;Web development,Active Listening;Programming Language skills;Gathering Information;C++;Java,75,Machine learning,No,NA,Masters In computer application 
Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",79,No,Yes,Student (Unemployed),Masters in Science
Male,B.Tech,Electrical and Electronics Engineering,"Sales/Marketing, Take risk for Profits, Teaching, Entrepreneurship","ML, SQL, Leadership, Writing, Tableau",63,Data science,No,Student (Unemployed),
Male,B.Sc,Computer Science Engineering,Technology;Data analytics,Active Listening;Programming Language skills;Communication skills;Machine Learning skills;Python,61,Data Science using Python and R Programming Languages,No,NA,Masters in Science
Male,B.Com,Taxation,Financial Analysis;News Coverage;Social Justice;Teaching;Technology;Trading;Understand human behaviour,Accounting Skills;Hardware skills;Critical Thinking;Business Knowledge;Finance related skills;Civil & Criminal Law;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Python;SQL,69,"Tally ERP9, SAP",No,NA,
Male,B.Com,Taxation,Financial Analysis;News Coverage;Social Justice;Teaching;Technology;Trading;Govt. Job;Data scientist;Social causes,Accounting Skills;Hardware skills;Critical Thinking;Business Knowledge;Finance related skills;Civil & Criminal Law;Communication skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL;Good communication skills;Teaching,54,"Tally ERP9, SAP",No,NA,
Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",53,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science
Male,BE,Business Administration,"Financial Analysis, Research, Sales/Marketing, Trading, Entrepreneurship","Active Listening, Leadership, Market Study, Team work, Mass Communication, Writing, Reading, Sales",46,Master in diploma.. In designing Cadd ,Yes,Mechanical Engineer,
Male,B.Com,Taxation ,Sales/Marketing,Sales,41,No,No,NA,
Male,BBA,Commerce,Financial Analysis;News Coverage;Sales/Marketing;Social causes;Construction;Construction Manegement,Finance related skills;People management;Communication skills;Leadership;Sales;Social Media Marketing,68,No,Yes,Business,
Male,BE,Mechanical Engineering,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Supply Chain Analysis;Data analytics;Data scientist;Market reserach;Service;All fields related to Data science.;Industires;Design;SAP Consultant in MM;Product Life cycle Management,Active Listening;Hardware skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;AWS,54,No,No,NA,
Male,B.Tech,Electronics & Telecom.,Financial Analysis,Programming Language skills;Analytical Skills;C++;Linux;SQL;Java;Cloud Computing,69,DIPLOMA IN ADVANCED COMPUTING (CDAC),Yes,Software Engineer ,
Female,BE,Civil Engineering,Research;All fields related to Data science.;Design,"Analytical Skills;Python;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;Teaching",79,"DIPLOMA IN BUILDING DESIGN,PRIMAVERA,MX ROAD",No,NA,TRANSPORTATION ENGINEERING
Male,Diploma,Electrical and Electronics Engineering,Industires,Active Listening,69,No,Yes,Supply Chain,
Male,BE,Electronics and Communication Engineering,Trading;Data analytics;Data scientist;All fields related to Data science.,Active Listening;People management;Leadership;Cloud Computing,75,Diploma in cloud computing,Yes,Associate IT consultant,
Male,BA,History ,Information Technology;Sports Industry;Salesforce Admin,Hardware skills;Leadership;Designing skills,60,No,Yes,Buliding management system ,
Female,B.Tech,Computer Science Engineering,Web Designing;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Communication skills;Java;Cloud Computing,57,No,Yes,Sales force ,
Male,BE,Thermal engineering,Teaching;Technology;Understand human body,Active Listening;Gathering Information;Analytical Skills;Leadership;Machine Learning skills;Interpersonal skills;Medical knowledge,74,No,Yes,Deputy warden,
Male,B.Tech,Electrical and Electronics Engineering,Software developer,"AI, ML, Python, Analytic Thinking, SQL, Programming, C++",80,Data science ,No,Student (Unemployed),
Male,B.Tech,Civil Engineering,Teaching;Design,Gathering Information;Finance related skills;Civil & Criminal Law,45,No,Yes,Teacher,
Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",42,No,Yes,Teaching,M.Tech
Male,B.Tech,Computer Science Engineering,"Data scientist,Web development,",Bootstrap;Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP;Codeignitor;Loopback;,68,HTML,Yes,Web Developer,
Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",78,No,Yes,Business Consultant ,Master in Commerce
Female,B.Sc,Math,Govt. Job,Teaching experience,67,No,Yes,Teaching experience 5 years,
Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,59,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) 
Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",73,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm 
Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,50,No,Yes,Sub Editor,Master of journalism
Male,B.Tech,Biotechnology,"Research,Understand human body,BioTechnology",Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases; Protein structure ;protein characterization ;protein engineering,71,Industrial biotechnology,Yes,"
Research Associate",
Male,BE,Artificial intelligence ,Data analytics,Programming Language skills;Machine Learning skills;Python,61,Data Science ,No,NA,
Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,47,No,Yes,Se,Ma
Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",45,No,No,Student (Unemployed),Masters in Business Administration
Male,B.Tech,Civil Engineering,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",75,STAAD-Pro,Yes,Civil & Structural Engineer,
Female,BCA,"Principal of programming language with C, MS Office Management Tools, Computer Organization, Mathematics, English.",Web Designing;Data analytics;Web development;Information Technology,Active Listening;Programming Language skills;Gathering Information;Artistic/Creative Skills;Communication skills;Leadership;Problem Solving skills;Writing skills;Programming Language C,79,No,No,NA,
Female,MCA,Computer science ,Research;Technology;Data analytics;Data scientist;Web development,Active Listening;Programming Language skills;Gathering Information;C++;Java,64,Machine learning,No,NA,Masters In computer application 
Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",43,No,Yes,Student (Unemployed),Masters in Science
Male,B.Tech,Electrical and Electronics Engineering,"Sales/Marketing, Take risk for Profits, Teaching, Entrepreneurship","ML, SQL, Leadership, Writing, Tableau",60,Data science,No,Student (Unemployed),
Male,B.Sc,Computer Science Engineering,Technology;Data analytics,Active Listening;Programming Language skills;Communication skills;Machine Learning skills;Python,70,Data Science using Python and R Programming Languages,No,NA,Masters in Science
Male,B.Com,Taxation,Financial Analysis;News Coverage;Social Justice;Teaching;Technology;Trading;Understand human behaviour,Accounting Skills;Hardware skills;Critical Thinking;Business Knowledge;Finance related skills;Civil & Criminal Law;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Python;SQL,45,"Tally ERP9, SAP",No,NA,
Male,B.Com,Taxation,Financial Analysis;News Coverage;Social Justice;Teaching;Technology;Trading;Govt. Job;Data scientist;Social causes,Accounting Skills;Hardware skills;Critical Thinking;Business Knowledge;Finance related skills;Civil & Criminal Law;Communication skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL;Good communication skills;Teaching,75,"Tally ERP9, SAP",No,NA,
Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",73,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science
Male,BE,Business Administration,"Financial Analysis, Research, Sales/Marketing, Trading, Entrepreneurship","Active Listening, Leadership, Market Study, Team work, Mass Communication, Writing, Reading, Sales",77,Master in diploma.. In designing Cadd ,Yes,Mechanical Engineer,
Male,B.Com,Taxation ,Sales/Marketing,Sales,50,No,No,NA,
Male,BBA,Commerce,Financial Analysis;News Coverage;Sales/Marketing;Social causes;Construction;Construction Manegement,Finance related skills;People management;Communication skills;Leadership;Sales;Social Media Marketing,80,No,Yes,Business,
Male,BE,Mechanical Engineering,Financial Analysis;Research;Sales/Marketing;Technology;Trading;Supply Chain Analysis;Data analytics;Data scientist;Market reserach;Service;All fields related to Data science.;Industires;Design;SAP Consultant in MM;Product Life cycle Management,Active Listening;Hardware skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;AWS,58,No,No,NA,
Male,B.Tech,Electronics & Telecom.,Financial Analysis,Programming Language skills;Analytical Skills;C++;Linux;SQL;Java;Cloud Computing,54,DIPLOMA IN ADVANCED COMPUTING (CDAC),Yes,Software Engineer ,
Female,BE,Civil Engineering,Research;All fields related to Data science.;Design,"Analytical Skills;Python;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;Teaching",60,"DIPLOMA IN BUILDING DESIGN,PRIMAVERA,MX ROAD",No,NA,TRANSPORTATION ENGINEERING
Male,Diploma,Electrical and Electronics Engineering,Industires,Active Listening,50,No,Yes,Supply Chain,
Male,BE,Electronics and Communication Engineering,Trading;Data analytics;Data scientist;All fields related to Data science.,Active Listening;People management;Leadership;Cloud Computing,72,Diploma in cloud computing,Yes,Associate IT consultant,
Male,BA,History ,Information Technology;Sports Industry;Salesforce Admin,Hardware skills;Leadership;Designing skills,49,No,Yes,Buliding management system ,
Female,B.Tech,Computer Science Engineering,Web Designing;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Communication skills;Java;Cloud Computing,76,No,Yes,Sales force ,
Male,BE,Thermal engineering,Teaching;Technology;Understand human body,Active Listening;Gathering Information;Analytical Skills;Leadership;Machine Learning skills;Interpersonal skills;Medical knowledge,69,No,Yes,Deputy warden,
Male,B.Tech,Electrical and Electronics Engineering,Software developer,"AI, ML, Python, Analytic Thinking, SQL, Programming, C++",66,Data science ,No,Student (Unemployed),
